time;T_C;W_raw_kg;T_eff_C;W_corr_kg;residual_g
2026-08-11T13:22:56Z;33.5;21.88;33.509;22.0309;-24.7
2026-08-11T13:27:13Z;34.0;21.9;33.586;22.0523;-3.3
2026-08-11T13:31:29Z;34.0;21.88;33.651;22.0334;-22.2
2026-08-11T13:35:45Z;33.5;21.9;33.628;22.053;-2.6
2026-08-11T13:40:02Z;33.0;21.87;33.529;22.0213;-34.3
2026-08-11T13:44:18Z;33.5;21.89;33.525;22.0412;-14.4
2026-08-11T13:48:35Z;33.5;21.88;33.521;22.0311;-24.5
2026-08-11T13:52:51Z;34.0;21.9;33.596;22.0524;-3.2
2026-08-11T13:57:08Z;34.0;21.88;33.659;22.0336;-22.0
2026-08-11T14:01:24Z;34.0;21.87;33.713;22.0245;-31.1
2026-08-11T14:05:40Z;34.0;21.88;33.758;22.0353;-20.3
2026-08-11T14:09:57Z;34.0;21.88;33.796;22.036;-19.6
2026-08-11T14:14:13Z;34.0;21.88;33.828;22.0366;-19.0
2026-08-11T14:18:30Z;34.0;21.86;33.855;22.017;-38.6
2026-08-11T14:22:46Z;34.0;21.86;33.878;22.0174;-38.2
2026-08-11T14:27:03Z;34.5;21.87;33.975;22.0292;-26.4
2026-08-11T14:31:19Z;34.0;21.86;33.979;22.0192;-36.4
2026-08-11T14:35:36Z;34.0;21.88;33.982;22.0393;-16.3
2026-08-11T14:39:52Z;33.5;21.88;33.907;22.038;-17.7
2026-08-11T14:44:08Z;34.0;21.87;33.921;22.0282;-27.4
2026-08-11T14:48:25Z;34.0;21.88;33.934;22.0384;-17.2
2026-08-11T14:52:41Z;34.0;21.89;33.944;22.0486;-7.0
2026-08-11T14:56:58Z;33.5;21.87;33.874;22.0274;-28.2
2026-08-11T15:01:14Z;33.5;21.88;33.816;22.0363;-19.3
2026-08-11T15:05:31Z;34.0;21.86;33.845;22.0169;-38.8
2026-08-11T15:09:47Z;33.5;21.87;33.791;22.0259;-29.7
2026-08-11T15:14:03Z;34.0;21.88;33.823;22.0365;-19.1
2026-08-11T15:18:20Z;34.0;21.89;33.851;22.047;-8.6
2026-08-11T15:22:36Z;33.5;21.88;33.796;22.036;-19.6
2026-08-11T15:26:53Z;33.0;21.88;33.671;22.0338;-21.8
2026-08-11T15:31:09Z;33.5;21.89;33.644;22.0433;-12.3
2026-08-11T15:35:26Z;33.5;21.88;33.622;22.0329;-22.7
2026-08-11T15:39:42Z;33.5;21.89;33.603;22.0426;-13.0
2026-08-11T15:43:59Z;33.0;21.9;33.508;22.0509;-4.7
2026-08-11T15:48:15Z;33.0;21.89;33.428;22.0395;-16.1
2026-08-11T15:52:31Z;33.5;21.89;33.44;22.0397;-15.9
2026-08-11T15:56:48Z;32.5;21.91;33.292;22.0571;1.4
2026-08-11T16:01:04Z;33.0;21.91;33.246;22.0562;0.6
2026-08-11T16:05:21Z;33.5;21.9;33.286;22.0469;-8.7
2026-08-11T16:09:37Z;32.5;21.9;33.163;22.0448;-10.8
2026-08-11T16:13:54Z;32.0;21.9;32.98;22.0415;-14.1
2026-08-11T16:18:10Z;32.5;21.91;32.905;22.0502;-5.4
2026-08-11T16:22:26Z;32.5;21.88;32.841;22.0191;-36.5
2026-08-11T16:26:43Z;32.5;21.88;32.788;22.0181;-37.5
2026-08-11T16:30:59Z;32.5;21.87;32.743;22.0073;-48.3
2026-08-11T16:35:16Z;32.5;21.9;32.705;22.0366;-19.0
2026-08-11T16:39:32Z;32.5;21.91;32.673;22.0461;-9.5
2026-08-11T16:43:49Z;32.0;21.91;32.567;22.0442;-11.4
2026-08-11T16:48:05Z;32.0;21.9;32.478;22.0326;-23.0
